"Kingfish Ceviche - Young Coconut, Spring Onion, Chili, Cucmber",Contains: Fish,"Elevate And Engage, $25 Station / Canape"
"Duck Pancake - Peking Duck, Green Onions, Hoisin Sauce, Pancakes","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $25 Station / Canape"
"Souvlaki - Lamb Strips, Flat Bread, Tzatziki, Tomato, Onion","Contains: Gluten, Lactose","Elevate And Engage, $25 Station / Canape"
"Arepas, Pan Fried Maze Pockets, Cheese, Pulled Pork, Black Beans","Contains: Lupins, Lactose","Elevate And Engage, $25 Station / Canape"
"Brisket Rolls, Smoked Brisket, Homemade Bbq Sauce, Red Cabbage Slaw, Pickles, Grilled Corn","Contains: Gluten, Sulphites","Elevate And Engage, $25 Station / Canape"
"Morten Bay Bug Tostadas - Grilled Bay Bugs, Blue Corn Tortilla, Avocado",Contains: Shellfish,"Elevate And Engage, $25 Station / Canape"
"Beef Tacos - Slow Braised Korean Short Rib, Kimchi Slaw, Coriander, Spiced Mayo","Contains: Soy, Sulphites, Sesame Seeds","Elevate And Engage, $25 Station / Canape"
"Fish Tacos - Beer Battered Snapper, Red Cabbage Slaw, Lime Crema, Pico De Gallo","Contains: Fish, Gluten, Lactose","Elevate And Engage, $25 Station / Canape"
"Pistachio Baklava - Caramelized Filo Sheets, Pistachio Espuma, Caramelized Pistachio, Pistachio Powder","Contains: Gluten, Lactose, Tree Nuts","Elevate And Engage, $25 Sweet Station / Canape"
"Kunafa - Crispy Shredded Filo, Akawi Cheese, Rose Water Sugar Syrup, Crushed Pistachio","Contains: Gluten, Lactose, Tree Nuts","Elevate And Engage, $25 Sweet Station / Canape"
"Oysters & Caviar - Seasonal Market Oysters, Yuzu, Ponzu, Mingonette, And Yarra Valley Caviar","Contains: Fish or Mollusc, Fish, Sulphites","Elevate And Engage, $30 Stations, Canape"
"Cheese Station - Selection Or Artisan Victorian Cheeses, Handmade Lavosh And Crispbreads, Quince Paste, Chutney, Dried And Fresh Fruit","Contains: Gluten, Lactose, Sulphites","Elevate And Engage, $30 Stations, Canape"
"Charcuterie Station - Selection Of Victorian Artisan Meats, Homemade Pickles, Local Olives, Handmade Lavosh And Crispbread","Contains: Gluten, Sulphites","Elevate And Engage, $30 Stations, Canape"
"Omakase Beef - Three Cuts Of Omakase Style Beef, Cooked On Teppanyki Grill With Yakiniku Sauce, Pickled Vegetables","Contains: Soy, Sulphites","Elevate And Engage, $30 Stations, Canape"
"Bbq Prawns - Whole Grilled King Prawns, Green Papaya Salad, Lotus Root, Yarra Valley Caviar, Pickled Ginger","Contains: Shellfish, Fish, Sulphites","Elevate And Engage, $30 Stations, Canape"
"Live Sushi - Warabi Inspired Sushi Selection, Spicy Tuna Roll, Hand Roll","Contains: Soy, Shellfish, Fish or Mollusc, Fish, Sesame Seeds","Elevate And Engage, $30 Stations, Canape"
"Ln2 Ice Cream - Smoked Vanilla Ice Cream, Assorted Toppings And Condiments","Contains: Gluten, Lactose, Tree Nuts","Elevate And Engage, $30 Sweet Station, Canape"
Edible Table - Chefs Create Edible Artwork,"Contains: Gluten, Lactose, Tree Nuts","Elevate And Engage, $30 Sweet Station, Canape"
"Fill And Top Your Own Donut, Nutella, Fruit Jam, Sprinkles, Nuts","Contains: Gluten, Lactose, Tree Nuts","Elevate And Engage, $14 Sweet / Canape"
Soft Serve Bar - Topping Stations,"Contains: Soy, Gluten, Lactose, Tree Nuts","Elevate And Engage, $14 Sweet / Canape"
"Popcorn Bar - Freshly Made Popcorn, Churro Seasoning, M&m's, White Chocolate & Dried Raspberry, Curry, Great Ocean Road Sea Salt, Chili Cheese","Contains: Soy, Lactose","Elevate And Engage, $14 Sweet / Canape"
"Sausage Sizzle - Artisan Victorian Sausages, Caramelized Onion, Crusty Local Bread, Condiments","Contains: Gluten, Lactose, Sulphites","Elevate And Engage, $15 Stations"
"Pani Puri - Masala Potatoes, Oabika, Potato Foam, Aromatic Water",,"Elevate And Engage, $15 Stations"
"Crispy Baked Chicken, Galbi Sauce, Green Onions","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $15 Stations"
"White Bean Quesadilla, Pico De Gallo, Vegan Cream Fraiche","Contains: Lupins, Gluten","Elevate And Engage, $15 Stations"
"Chicken Risotto - Crisp Panchetta, Kale, Slow Cooked Chicken, Pine Nuts","Contains: Lactose, Tree Nuts, Sulphites","Elevate And Engage, $15 Stations"
"Beef Roll - Whole Roasted Victorian Beef Prime, Mustard, Horseradish, Crusty Rolls, Coleslaw","Contains: Gluten, Sulphites","Elevate And Engage, $15 Stations"
"Orecchitte - Tuscan Sausage, Kale, Olives, Pecorino",,"Elevate And Engage, $20 Pasta / Canape"
"Bucatini - Wagyu Bolognaise, Burrata, Basil",,"Elevate And Engage, $20 Pasta / Canape"
"Spaghetti - Rocket Pesto, Tomato, Chili",,"Elevate And Engage, $20 Pasta / Canape"
"Cesarecce - Slow Cooked Lamb Ragu, Pecorino",,"Elevate And Engage, $20 Pasta / Canape"
"Gnocchi - Roast Pumpkin Cream, Dill, Pepitas",,"Elevate And Engage, $20 Pasta / Canape"
"Calamarata - Peas, Prosciutto, Rocket",,"Elevate And Engage, $20 Pasta / Canape"
"Conchiglie - Capsicum, Panchetta, Mushroom",,"Elevate And Engage, $20 Pasta / Canape"
"Tortellini - Chicken, Bacon, Spinach, Pine Nut, Creamy Tomato",,"Elevate And Engage, $20 Pasta / Canape"
"Poke Bowl - Compressed Watermelon, Sushi Rice, Ginger, Edamame, Furikake","Contains: Soy, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Braised Ginger - Soy Mushroom Bowl, Sushi Rice, Pickled Red Onions, Shiso","Contains: Soy, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"La Mien Noodle Bowl, Poached Chicken, Carrot, Cucumber, Japanese Mustard Dressing","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Charred Octopus, Lemon Oil, Braised Potatoes, Olives","Contains: Soy, Fish or Mollusc, Sulphites","Elevate And Engage, $20 Station / Canape"
"Ramen Noodle - Pork Belly, Red Miso Broth, Boiled Egg, Nori","Contains: Soy, Gluten, Sulphites","Elevate And Engage, $20 Station / Canape"
Dim Sum Basket - Various Selections Of Hand Made Dim Sum And Dipping Sauces,"Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Pork Bao Buns - 5 Spice Braised Pork Belly, Cucumber Pickles, Aromatic Herb Salad","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Charcoal Bao - Panko Eggplant, Tonkatsu Sauce, Preserved Yarra Valley Mushrooms","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Pearl Barley Risotto - Braised Beetroots, Feta, Sage","Contains: Gluten, Lactose, Sulphites","Elevate And Engage, $20 Station / Canape"
"Roti Rolls - Spiced Paneer, Shredded Cabbage, Cumin Potato, Mint Chutney",Contains: Gluten,"Elevate And Engage, $20 Station / Canape"
"Sliders - Korean Fried Chicken Sliders, Wagyu Cheese Slider","Contains: Soy, Gluten, Lactose, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Roti Rolls - Chicken Tikka, Raita, Roast Cumin, Kachumber","Contains: Gluten, Lactose","Elevate And Engage, $20 Station / Canape"
"Pavlova - Meringue, Assorted Fresh Seasonal Fruits, Assorted Sauces","Contains: Lactose, Tree Nuts","Elevate And Engage, $20 Sweet / Canape"
"Tiramisu - Savoiardi Sponge, Freshly Brewed Coffee, Mascarpone Coffee Mousse, Chocolate Shavings","Contains: Gluten, Lactose","Elevate And Engage, $20 Sweet / Canape"
"Kangaroo Loin Tataki, Wattle Seed Lavosh, Ponzu","Contains: Soy, Sulphites",Cold Bites / Canape
"Eucalyptus Smoked Great Ocean Road Duck Breast, Hazelnut Emulsion","Contains: Tree Nuts, Sulphites",Cold Bites / Canape
"Handmade Rice Paper Rolls, Puffed Tofu, Rice Noodles, Vietnamese Mint, Yum Yum Sauce","Contains: Soy, Sulphites, Sesame Seeds",Cold Bites / Canape
"Davidson Plumb Macaroon, Yarra Vally Bloody Shiraz Caviar, Crème Fraiche","Contains: Lactose, Sulphites",Cold Bites / Canape
"Compressed Cucumber, Cashew Cream, Yuzu Pearls","Contains: Tree Nuts, Sulphites",Cold Bites / Canape
"Port Arlington Mussles, Mushroom Xo, Sea Spray","Contains: Soy, Fish or Mollusc, Sulphites, Sesame Seeds",Cold Bites / Canape
"Citrus Cured Victorian Snapper, Seaweed Salad, Finger Lime","Contains: Soy, Fish, Sulphites, Sesame Seeds",Cold Bites / Canape
"Ballarat Pork Fiocco, Preserved Fennel",Contains: Sulphites,Cold Bites / Canape
Macarons,"Contains: Lactose, Tree Nuts",Sweet Bites / Canape
Yuzu Madeleines,"Contains: Gluten, Lactose",Sweet Bites / Canape
"Pistachio, Raspberry Financier","Contains: Gluten, Lactose, Tree Nuts",Sweet Bites / Canape
"Mango, White Chocolate Mini-choux","Contains: Gluten, Lactose",Sweet Bites / Canape
"Passionfruit, Milk Chocolate Lamingtons","Contains: Gluten, Lactose",Sweet Bites / Canape
"W Lux Cookies (raspberry, Lemon, Hazelnut)","Contains: Gluten, Lactose, Tree Nuts",Sweet Bites / Canape
Nutella Bombolinos,"Contains: Gluten, Lactose, Tree Nuts",Sweet Bites / Canape
"Valrhona Tartlet, Gianduja Caramel, Hazelnut Praline","Contains: Gluten, Lactose, Tree Nuts",Sweet Bites / Canape
"Handmade Beef Pies, Raspberry Ketchup","Contains: Gluten, Sulphites",Warm Bites / Canape
"Freshly Baked Flat Bread, Black Garlic, Pulled Lamb, Tahina","Contains: Gluten, Sulphites, Sesame Seeds",Warm Bites / Canape
"Cheese-vegamite Jaffle, Green Tomato Chutney","Contains: Gluten, Lactose",Warm Bites / Canape
"Pulled Jackfruit, Fremented Red Cabbage","Contains: Soy, Gluten, Sulphites",Warm Bites / Canape
"Truffled Polenta Fingers, Romensco, Shaved King Browns",Contains: Tree Nuts,Warm Bites / Canape
"Yellow Chicken Curry, Coriander, Shaved Cabbage, Ginger Taco","Contains: Soy, Gluten, Sulphites",Warm Bites / Canape
"Prawn, Lemon, Caper Arancini, Squidink Aioli","Contains: Shellfish, Fish or Mollusc, Fish, Gluten, Sulphites",Warm Bites / Canape
"Victorian Barramundi, Melbourne Ale Batter, Pickled Lemon","Contains: Fish, Gluten, Sulphites",Warm Bites / Canape
"Charcoal Bao, Panko Eggplant, Tonkatsu Sauce, Preserved Yarra Valley Mushroom","Contains: Soy, Gluten, Sulphites, Sesame Seeds",Bigger Bites / Canape
"Poke Bowl, Compressed Watermelon, Sushi Rice, Ginger, Edamame, Furikake","Contains: Lupins, Soy, Sulphites, Sesame Seeds",Bigger Bites / Canape
"Homemade Pasta, Lamb Ragu, Victorian Parmesan","Contains: Gluten, Lactose, Sulphites",Bigger Bites / Canape
"Charred Octopus, Lemon Oil, Braised Potatoes, Olive","Contains: Soy, Fish or Mollusc, Sulphites",Bigger Bites / Canape
"Softshell Crab, Chili Caramel, Papaya Salad","Contains: Soy, Shellfish, Fish, Sesame Seeds",Bigger Bites / Canape
"Ox Cheek, Rice Cakes, Crispy Shallots","Contains: Soy, Fish, Gluten, Sulphites, Sesame Seeds",Bigger Bites / Canape
"Chrispy Baked Chicken, Galbi Sauce, Green Onion","Contains: Soy, Gluten, Sulphites, Sesame Seeds",Bigger Bites / Canape
"White Bean Quasadilla, Pico De Gallo, Vegan Cream Fraiche","Contains: Lupins, Gluten",Bigger Bites / Canape
"Strawberry, Pink Grapefruit, Yuzu Pearl",,"Tea Break, Something Plant Based And Sweet / Dd"
"Berries, Coco Nibs, Valrhona Chocolate Biscuit",Contains: Tree Nuts,"Tea Break, Something Plant Based And Sweet / Dd"
"Carrot Cake, Vegan Vanilla Glaze",Contains: Tree Nuts,"Tea Break, Something Plant Based And Sweet / Dd"
"Raspberry, 70% Chocolate Gateaux",Contains: Tree Nuts,"Tea Break, Something Plant Based And Sweet / Dd"
"Chia, Passionfruit, Toasted Cocnut, Verrine",,"Tea Break, Something Plant Based And Sweet / Dd"
Biscoff Fudge Brownie,Contains: Gluten,"Tea Break, Something Plant Based And Sweet / Dd"
"Truffle Brie, Mushroom Croissant","Contains: Gluten, Lactose, Sulphites","Tea Break, Something Savoury / Dd"
"Braised Lamb, Rosemary Sausage Roll With Bush Tomato Chutney","Contains: Lactose, Sulphites","Tea Break, Something Savoury / Dd"
"Chorizo, Guindilla, Manchego Jaffel, Romesco","Contains: Gluten, Lactose","Tea Break, Something Savoury / Dd"
"Scrambled Egg, Panchetta, Green Tomato Chutney, Brioche Bun","Contains: Gluten, Lactose, Sulphites","Tea Break, Something Savoury / Dd"
"Focaccia, Roasted Pumpkin, Coast Rosemary, Fresh Curd","Contains: Gluten, Lactose","Tea Break, Something Savoury / Dd"
"Spiced Corn Empanada, Mint Crema",Contains: Lactose,"Tea Break, Something Savoury / Dd"
"Smoked Salmon Quiche, Dill Cream","Contains: Gluten, Lactose","Tea Break, Something Savoury / Dd"
"Gianduja Chocolate Tart, Hazelnut Praline","Contains: Gluten, Lactose, Tree Nuts","Tea Break, Something Sweet / Dd"
"Pavlova, Mango Cremeux, Passionfruit, White Chocolate",Contains: Lactose,"Tea Break, Something Sweet / Dd"
"Raspberry Lamington, Raspberry Gel","Contains: Gluten, Lactose","Tea Break, Something Sweet / Dd"
"Chocolate Brownie, Chocolate Cremeux","Contains: Gluten, Lactose, Tree Nuts","Tea Break, Something Sweet / Dd"
"Mini Coffee Madeleine, Milk Chocolate","Contains: Gluten, Lactose","Tea Break, Something Sweet / Dd"
Macarons,"Contains: Lactose, Tree Nuts","Tea Break, Something Sweet / Dd"
Pistachio& Raspberry Financier,,"Tea Break, Sweets / Dd"
Tartlet - Raspberry,,"Tea Break, Sweets / Dd"
Tartlet - Lemon,,"Tea Break, Sweets / Dd"
Tartlet - Vanilla,,"Tea Break, Sweets / Dd"
Tartlet - Chocolate & Hazelnut,,"Tea Break, Sweets / Dd"
Boutique Cupcake,,"Tea Break, Sweets / Dd"
Vegan Chocolate Raspberry Cake,,"Tea Break, Sweets / Dd"
Lemon Chiffon Cake,,"Tea Break, Sweets / Dd"
Madeleines - Yuzu,,"Tea Break, Sweets / Dd"
Madeleines - Raspberry,,"Tea Break, Sweets / Dd"
Madeleines - Vanilla,,"Tea Break, Sweets / Dd"
Portuguese Custard Tart,,"Tea Break, Sweets / Dd"
Gluten Free Assorted Cookies,"Contains: Lactose, Tree Nuts","Tea Break, Gluten Free / Dd"
Gluten Free Assorted Muffins,Contains: Lactose,"Tea Break, Gluten Free / Dd"
Gluten Free Artichoke And Tomato Tart,,"Tea Break, Gluten Free / Dd"
Gluten Free Roasted Turkey And Cranberry Pie,,"Tea Break, Gluten Free / Dd"
"Sweet Potato Empanada, Mojo Rojo",,"Tea Break, Plant Based And Savoury / Dd"
"Mushroom, Thyme, Caramelized Onion Tart",,"Tea Break, Plant Based And Savoury / Dd"
"Vegan Beef And Gravy Pie, Homemade Ketchup",Contains: Gluten,"Tea Break, Plant Based And Savoury / Dd"
"Jackfruit Sliders, Vegan Bbq, Fermented Red Cabbage",Contains: Sulphites,"Tea Break, Plant Based And Savoury / Dd"
"Roasted Tomato Tart, Papita Pesto",,"Tea Break, Plant Based And Savoury / Dd"
"Smashed Pea, Mint Parcel, Spiced Coconut Yoghurt",Contains: Gluten,"Tea Break, Plant Based And Savoury / Dd"
"White Bean Quesadilla, Pico De Gallo And Vegan ""cream Fraiche""",Contains: Gluten,"Tea Break, Plant Based Snacks / Dd"
"Potato, Leek, Native Thyme Croquettes, Roasted Capsicum Aioli","Contains: Gluten, Lactose","Tea Break, Plant Based Snacks / Dd"
"Tikka Tofu Wrap, Coriander, Chili, Vegan Raita",Contains: Gluten,"Tea Break, Plant Based Snacks / Dd"
"Steamed Jackfruit Bao, Mushroom Xo","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Tea Break, Plant Based Snacks / Dd"
"Mac And Cheese, Eggplant Bacon","Contains: Gluten, Lactose","Tea Break, Plant Based Snacks / Dd"
"Mushroom Katsu, Curry Veganaise, Preserved Red Onion, Cucumber, Vegan Bun","Contains: Soy, Gluten, Sesame Seeds","Tea Break, Plant Based Snacks / Dd"
