"Omakase beef - Three cuts of omakase style beef, cooked on teppanyki grill with yakiniku sauce, pickled vegetables ","Contains: Soy, Sulphites","Elevate And Engage, $30 Stations, Canape"
"BBQ prawns - whole grilled king prawns, green papaya salad, lotus root, Yarra Valley caviar, pickled ginger ","Contains: Shellfish, Fish, Sulphites","Elevate And Engage, $30 Stations, Canape"
"Live sushi - Warabi inspired sushi selection, spicy tuna roll, hand roll ","Contains: Soy, Shellfish, Fish or Mollusc, Fish, Sesame Seeds","Elevate And Engage, $30 Stations, Canape"
"LN2 Ice Cream - Smoked vanilla ice cream, assorted toppings and condiments ","Contains: Gluten, Lactose, Tree Nuts","Elevate And Engage, $30 Sweet Station, Canape"
Edible table - chefs create edible artwork ,"Contains: Gluten, Lactose, Tree Nuts","Elevate And Engage, $30 Sweet Station, Canape"
"Fill and top your own donut, nutella, fruit jam, sprinkles, nuts ","Contains: Gluten, Lactose, Tree Nuts","Elevate And Engage, $14 Sweet / Canape"
Soft serve bar - Topping stations,"Contains: Soy, Gluten, Lactose, Tree Nuts","Elevate And Engage, $14 Sweet / Canape"
"Popcorn bar - Freshly made popcorn, churro seasoning, M&M's, white chocolate & dried raspberry, curry, great ocean road sea salt, chili cheese ","Contains: Soy, Lactose","Elevate And Engage, $14 Sweet / Canape"
"Sausage sizzle - Artisan Victorian sausages, caramelized onion, crusty local bread, condiments ","Contains: Gluten, Lactose, Sulphites","Elevate And Engage, $15 Stations"
"Pani Puri - Masala potatoes, oabika, potato foam, aromatic water ",,"Elevate And Engage, $15 Stations"
"Crispy baked chicken, galbi sauce, green onions ","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $15 Stations"
"White bean quesadilla, pico de gallo, vegan cream fraiche","Contains: Lupins, Gluten","Elevate And Engage, $15 Stations"
"Chicken risotto - crisp panchetta, kale, slow cooked chicken, pine nuts ","Contains: Lactose, Tree Nuts, Sulphites","Elevate And Engage, $15 Stations"
"Beef roll - whole roasted Victorian beef prime, mustard, horseradish, crusty rolls, coleslaw ","Contains: Gluten, Sulphites","Elevate And Engage, $15 Stations"
"Orecchitte - Tuscan sausage, kale, olives, pecorino ",,"Elevate And Engage, $20 Pasta / Canape"
"Bucatini - Wagyu bolognaise, burrata, basil ",,"Elevate And Engage, $20 Pasta / Canape"
"Spaghetti - Rocket pesto, tomato, chili ",,"Elevate And Engage, $20 Pasta / Canape"
"Cesarecce - Slow cooked lamb ragu, pecorino ",,"Elevate And Engage, $20 Pasta / Canape"
"Gnocchi - Roast pumpkin cream, dill, pepitas ",,"Elevate And Engage, $20 Pasta / Canape"
"Calamarata - Peas, prosciutto, rocket ",,"Elevate And Engage, $20 Pasta / Canape"
"Conchiglie - Capsicum, panchetta, mushroom ",,"Elevate And Engage, $20 Pasta / Canape"
"Tortellini - Chicken, bacon, spinach, pine nut, creamy tomato ",,"Elevate And Engage, $20 Pasta / Canape"
"Poke bowl - compressed watermelon, sushi rice, ginger, edamame, furikake","Contains: Soy, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Braised ginger - soy mushroom bowl, sushi rice, pickled red onions, shiso ","Contains: Soy, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"La mien noodle bowl, poached chicken, carrot, cucumber, Japanese mustard dressing ","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Charred octopus, lemon oil, braised potatoes, olives ","Contains: Soy, Fish or Mollusc, Sulphites","Elevate And Engage, $20 Station / Canape"
"Ramen noodle - pork belly, red miso broth, boiled egg, nori","Contains: Soy, Gluten, Sulphites","Elevate And Engage, $20 Station / Canape"
Dim Sum Basket - Various selections of hand made dim sum and dipping sauces ,"Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Pork bao buns - 5 spice braised pork belly, cucumber pickles, aromatic herb salad","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Charcoal bao - Panko eggplant, tonkatsu sauce, preserved Yarra Valley mushrooms ","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Pearl barley risotto - braised beetroots, feta, sage","Contains: Gluten, Lactose, Sulphites","Elevate And Engage, $20 Station / Canape"
"Roti rolls - spiced paneer, shredded cabbage, cumin potato, mint chutney ",Contains: Gluten,"Elevate And Engage, $20 Station / Canape"
"Sliders - Korean fried chicken sliders, wagyu cheese slider","Contains: Soy, Gluten, Lactose, Sulphites, Sesame Seeds","Elevate And Engage, $20 Station / Canape"
"Roti rolls - Chicken tikka, raita, roast cumin, kachumber ","Contains: Gluten, Lactose","Elevate And Engage, $20 Station / Canape"
"Pavlova - Meringue, assorted fresh seasonal fruits, assorted sauces ","Contains: Lactose, Tree Nuts","Elevate And Engage, $20 Sweet / Canape"
"Tiramisu - Savoiardi sponge, freshly brewed coffee, mascarpone coffee mousse, chocolate shavings ","Contains: Gluten, Lactose","Elevate And Engage, $20 Sweet / Canape"
"Kangaroo loin tataki, wattle seed lavosh, ponzu","Contains: Soy, Sulphites",Cold Bites / Canape
"Eucalyptus smoked great ocean road duck breast, hazelnut emulsion ","Contains: Tree Nuts, Sulphites",Cold Bites / Canape
"Handmade rice paper rolls, puffed tofu, rice noodles, vietnamese mint, yum yum sauce ","Contains: Soy, Sulphites, Sesame Seeds",Cold Bites / Canape
"Davidson plumb macaroon, yarra vally bloody shiraz caviar, cr me fraiche","Contains: Lactose, Sulphites",Cold Bites / Canape
"Compressed cucumber, cashew cream, yuzu pearls ","Contains: Tree Nuts, Sulphites",Cold Bites / Canape
"Port Arlington mussles, mushroom XO, sea spray ","Contains: Soy, Fish or Mollusc, Sulphites, Sesame Seeds",Cold Bites / Canape
"Citrus cured victorian snapper, seaweed salad, finger lime ","Contains: Soy, Fish, Sulphites, Sesame Seeds",Cold Bites / Canape
"Ballarat pork fiocco, preserved fennel ",Contains: Sulphites,Cold Bites / Canape
Macarons ,"Contains: Lactose, Tree Nuts",Sweet Bites / Canape
Yuzu madeleines ,"Contains: Gluten, Lactose",Sweet Bites / Canape
"Pistachio, raspberry financier ","Contains: Gluten, Lactose, Tree Nuts",Sweet Bites / Canape
"Mango, white chocolate mini-choux","Contains: Gluten, Lactose",Sweet Bites / Canape
"Passionfruit, milk chocolate lamingtons ","Contains: Gluten, Lactose",Sweet Bites / Canape
"W lux cookies (Raspberry, lemon, hazelnut)","Contains: Gluten, Lactose, Tree Nuts",Sweet Bites / Canape
Nutella bombolinos ,"Contains: Gluten, Lactose, Tree Nuts",Sweet Bites / Canape
"Valrhona tartlet, gianduja caramel, hazelnut praline ","Contains: Gluten, Lactose, Tree Nuts",Sweet Bites / Canape
"Handmade beef pies, raspberry ketchup ","Contains: Gluten, Sulphites",Warm Bites / Canape
"Freshly baked flat bread, black garlic, pulled lamb, tahina ","Contains: Gluten, Sulphites, Sesame Seeds",Warm Bites / Canape
"Cheese-vegamite Jaffle, green tomato chutney ","Contains: Gluten, Lactose",Warm Bites / Canape
"Pulled jackfruit, fremented red cabbage","Contains: Soy, Gluten, Sulphites",Warm Bites / Canape
"Truffled polenta fingers, romensco, shaved king browns ",Contains: Tree Nuts,Warm Bites / Canape
"Yellow chicken curry, coriander, shaved cabbage, ginger taco ","Contains: Soy, Gluten, Sulphites",Warm Bites / Canape
"Prawn, lemon, caper arancini, squidink aioli ","Contains: Shellfish, Fish or Mollusc, Fish, Gluten, Sulphites",Warm Bites / Canape
"Victorian barramundi, Melbourne ale batter, pickled lemon ","Contains: Fish, Gluten, Sulphites",Warm Bites / Canape
"Charcoal bao, panko eggplant, tonkatsu sauce, preserved yarra valley mushroom ","Contains: Soy, Gluten, Sulphites, Sesame Seeds",Bigger Bites / Canape
"Poke bowl, compressed watermelon, sushi rice, ginger, edamame, furikake ","Contains: Lupins, Soy, Sulphites, Sesame Seeds",Bigger Bites / Canape
"Homemade pasta, lamb ragu, victorian parmesan  ","Contains: Gluten, Lactose, Sulphites",Bigger Bites / Canape
"Charred octopus, lemon oil, braised potatoes, olive ","Contains: Soy, Fish or Mollusc, Sulphites",Bigger Bites / Canape
"Softshell crab, chili caramel, papaya salad ","Contains: Soy, Shellfish, Fish, Sesame Seeds",Bigger Bites / Canape
"Ox cheek, rice cakes, crispy shallots ","Contains: Soy, Fish, Gluten, Sulphites, Sesame Seeds",Bigger Bites / Canape
"Chrispy baked chicken, galbi sauce, green onion","Contains: Soy, Gluten, Sulphites, Sesame Seeds",Bigger Bites / Canape
"White bean quasadilla, pico de gallo, vegan cream fraiche ","Contains: Lupins, Gluten",Bigger Bites / Canape
"Strawberry, pink grapefruit, yuzu pearl",,"Tea Break, Something Plant Based And Sweet / Dd"
"Berries, coco nibs, valrhona chocolate biscuit ",Contains: Tree Nuts,"Tea Break, Something Plant Based And Sweet / Dd"
"Carrot cake, vegan vanilla glaze",Contains: Tree Nuts,"Tea Break, Something Plant Based And Sweet / Dd"
"Raspberry, 70% chocolate gateaux ",Contains: Tree Nuts,"Tea Break, Something Plant Based And Sweet / Dd"
"Chia, passionfruit, toasted cocnut, verrine ",,"Tea Break, Something Plant Based And Sweet / Dd"
Biscoff fudge brownie ,Contains: Gluten,"Tea Break, Something Plant Based And Sweet / Dd"
"Truffle brie, mushroom croissant ","Contains: Gluten, Lactose, Sulphites","Tea Break, Something Savoury / Dd"
"Braised lamb, rosemary sausage roll with bush tomato chutney ","Contains: Lactose, Sulphites","Tea Break, Something Savoury / Dd"
"Chorizo, guindilla, manchego jaffel, romesco ","Contains: Gluten, Lactose","Tea Break, Something Savoury / Dd"
"Scrambled egg, panchetta, green tomato chutney, brioche bun ","Contains: Gluten, Lactose, Sulphites","Tea Break, Something Savoury / Dd"
"Focaccia, roasted pumpkin, coast rosemary, fresh curd ","Contains: Gluten, Lactose","Tea Break, Something Savoury / Dd"
"Spiced corn empanada, mint crema ",Contains: Lactose,"Tea Break, Something Savoury / Dd"
"Smoked salmon quiche, dill cream ","Contains: Gluten, Lactose","Tea Break, Something Savoury / Dd"
"Gianduja chocolate tart, hazelnut praline ","Contains: Gluten, Lactose, Tree Nuts","Tea Break, Something Sweet / Dd"
"Pavlova, mango cremeux, passionfruit, white chocolate",Contains: Lactose,"Tea Break, Something Sweet / Dd"
"Raspberry lamington, raspberry gel ","Contains: Gluten, Lactose","Tea Break, Something Sweet / Dd"
"Chocolate brownie, chocolate cremeux","Contains: Gluten, Lactose, Tree Nuts","Tea Break, Something Sweet / Dd"
"Mini coffee madeleine, milk chocolate ","Contains: Gluten, Lactose","Tea Break, Something Sweet / Dd"
Macarons,"Contains: Lactose, Tree Nuts","Tea Break, Something Sweet / Dd"
Pistachio& raspberry financier,,"Tea Break, Sweets / Dd"
Tartlet - raspberry,,"Tea Break, Sweets / Dd"
Tartlet - lemon ,,"Tea Break, Sweets / Dd"
Tartlet - vanilla,,"Tea Break, Sweets / Dd"
Tartlet - chocolate & hazelnut ,,"Tea Break, Sweets / Dd"
Boutique cupcake ,,"Tea Break, Sweets / Dd"
Vegan chocolate raspberry cake,,"Tea Break, Sweets / Dd"
Lemon chiffon cake ,,"Tea Break, Sweets / Dd"
Madeleines - yuzu ,,"Tea Break, Sweets / Dd"
Madeleines - raspberry ,,"Tea Break, Sweets / Dd"
Madeleines - vanilla ,,"Tea Break, Sweets / Dd"
Portuguese custard tart ,,"Tea Break, Sweets / Dd"
Gluten free assorted cookies ,"Contains: Lactose, Tree Nuts","Tea Break, Gluten Free / Dd"
Gluten free assorted muffins ,Contains: Lactose,"Tea Break, Gluten Free / Dd"
Gluten free artichoke and tomato tart ,,"Tea Break, Gluten Free / Dd"
Gluten free roasted turkey and cranberry pie ,,"Tea Break, Gluten Free / Dd"
"Sweet potato empanada, mojo rojo",,"Tea Break, Plant Based And Savoury / Dd"
"Mushroom, thyme, caramelized onion tart ",,"Tea Break, Plant Based And Savoury / Dd"
"Vegan beef and gravy pie, homemade ketchup ",Contains: Gluten,"Tea Break, Plant Based And Savoury / Dd"
"Jackfruit sliders, vegan bbq, fermented red cabbage ",Contains: Sulphites,"Tea Break, Plant Based And Savoury / Dd"
"Roasted tomato tart, papita pesto ",,"Tea Break, Plant Based And Savoury / Dd"
"Smashed pea, mint parcel, spiced coconut yoghurt",Contains: Gluten,"Tea Break, Plant Based And Savoury / Dd"
"White bean quesadilla, pico de gallo and vegan ""cream fraiche""",Contains: Gluten,"Tea Break, Plant Based Snacks / Dd"
"Potato, leek, native thyme croquettes, roasted capsicum aioli ","Contains: Gluten, Lactose","Tea Break, Plant Based Snacks / Dd"
"Tikka tofu wrap, coriander, chili, vegan raita ",Contains: Gluten,"Tea Break, Plant Based Snacks / Dd"
"Steamed jackfruit bao, mushroom xo ","Contains: Soy, Gluten, Sulphites, Sesame Seeds","Tea Break, Plant Based Snacks / Dd"
"Mac and cheese, eggplant bacon ","Contains: Gluten, Lactose","Tea Break, Plant Based Snacks / Dd"
"Mushroom katsu, curry veganaise, preserved red onion, cucumber, vegan bun","Contains: Soy, Gluten, Sesame Seeds","Tea Break, Plant Based Snacks / Dd"
